1430297790,6644,2,2,2
1430297800,1738,2,2,2
1430297810,6808,2,2,2
1430297820,853,2,2,2
1430297830,5140,2,2,2
1430297840,2162,2,2,2
1430297850,3173,2,2,2
1430297860,9502,2,2,2
1430297870,4484,2,2,2
1430297880,4970,2,2,2
1430297890,3316,2,2,2
1430297900,5538,2,2,2
1430297910,1291,2,2,2
1430297920,6798,2,2,2
1430297930,8145,2,2,2
1430297940,7989,2,2,2
1430297950,1463,2,2,2
1430297960,9515,2,2,2
1430297970,6411,2,2,2
1430297980,9475,2,2,2
1430297990,7834,2,2,2
1430298000,9820,2,2,2
1430298010,3054,2,2,2
1430298020,3682,2,2,2
1430298030,7864,2,2,2
1430298040,884,2,2,2
1430298050,6178,2,2,2
1430298060,8924,2,2,2
1430298070,2871,2,2,2
1430298080,1921,2,2,2
1430298090,529,2,2,2
1430298100,5754,2,2,2
1430298110,4847,2,2,2
1430298120,8028,2,2,2
1430298130,4135,2,2,2
1430298140,2340,2,2,2
1430298150,2887,2,2,2
1430298160,9976,2,2,2
1430298170,3936,2,2,2
1430298180,1933,2,2,2
1430298190,2782,2,2,2
1430298200,7424,2,2,2
1430298210,4802,2,2,2
1430298220,4146,2,2,2
1430298230,83,2,2,2
1430298240,9130,2,2,2
1430298250,8189,2,2,2
1430298260,5504,2,2,2
1430298270,8465,2,2,2
1430298280,762,2,2,2
1430298290,1090,2,2,2
1430298300,5637,2,2,2
1430298310,6543,2,2,2
1430298320,9124,2,2,2
1430298330,1242,2,2,2
1430298340,326,2,2,2
1430298350,8634,2,2,2
1430298360,5126,2,2,2
1430298370,8162,2,2,2
1430298380,4066,2,2,2
1430298390,661,2,2,2
1430298400,1233,2,2,2
1430298410,5719,2,2,2
1430298420,6179,2,2,2
1430298430,8428,2,2,2
1430298440,2628,2,2,2
1430298450,2148,2,2,2
1430298460,5651,2,2,2
1430298470,7645,2,2,2
1430298480,8572,2,2,2
1430298490,7214,2,2,2
1430298500,5360,2,2,2
1430298510,3316,2,2,2
1430298520,7365,2,2,2
1430298530,7751,2,2,2
1430298540,1665,2,2,2
1430298550,6341,2,2,2
1430298560,8100,2,2,2
1430298570,3066,2,2,2
1430298580,871,2,2,2
1430298590,213,2,2,2
1430298600,1606,2,2,2
1430298610,5854,2,2,2
1430298620,7726,2,2,2
1430298630,5050,2,2,2
1430298640,5555,2,2,2
1430298650,6282,2,2,2
1430298660,3589,2,2,2
1430298670,8988,2,2,2
1430298680,1834,2,2,2
1430298690,3632,2,2,2
1430298700,1880,2,2,2
1430298710,5915,2,2,2
1430298720,6111,2,2,2
1430298730,4995,2,2,2
1430298740,5249,2,2,2
1430298750,5415,2,2,2
1430298760,176,2,2,2
1430298770,992,2,2,2
1430298780,7976,2,2,2
1430298790,5971,2,2,2
1430298800,4533,2,2,2
1430298810,5561,2,2,2
1430298820,8720,2,2,2
1430298830,6882,2,2,2
1430298840,6418,2,2,2
1430298850,4755,2,2,2
1430298860,3409,2,2,2
1430298870,8786,2,2,2
1430298880,7942,2,2,2
1430298890,5600,2,2,2
1430298900,9338,2,2,2
1430298910,2362,2,2,2
1430298920,1844,2,2,2
1430298930,2447,2,2,2
1430298940,1993,2,2,2
1430298950,9015,2,2,2
1430298960,7779,2,2,2
1430298970,5918,2,2,2
1430298980,8090,2,2,2
1430298990,4448,2,2,2
1430299000,9162,2,2,2
1430299010,2695,2,2,2
1430299020,5274,2,2,2
1430299030,452,2,2,2
1430299040,490,2,2,2
1430299050,3034,2,2,2
1430299060,6237,2,2,2
1430299070,8569,2,2,2
1430299080,54,2,2,2
1430299090,1380,2,2,2
1430299100,3658,2,2,2
1430299110,8748,2,2,2
1430299120,5939,2,2,2
1430299130,7403,2,2,2
1430299140,2095,2,2,2
1430299150,6865,2,2,2
1430299160,7899,2,2,2
1430299170,7116,2,2,2
1430299180,982,2,2,2
1430299190,728,2,2,2
1430299200,7380,2,2,2
1430299210,2607,2,2,2
1430299220,6615,2,2,2
1430299230,7729,2,2,2
1430299240,9983,2,2,2
1430299250,3619,2,2,2
1430299260,8844,2,2,2
1430299270,3964,2,2,2
1430299280,3214,2,2,2
1430299290,4630,2,2,2
1430299300,5253,2,2,2
1430299310,5602,2,2,2
1430299320,5862,2,2,2
1430299330,4522,2,2,2
1430299340,664,2,2,2
1430299350,4401,2,2,2
1430299360,5643,2,2,2
1430299370,3044,2,2,2
1430299380,8401,2,2,2
1430299390,1907,2,2,2
1430299400,7730,2,2,2
1430299410,6618,2,2,2
1430299420,856,2,2,2
1430299430,1620,2,2,2
1430299440,2129,2,2,2
1430299450,70,2,2,2
1430299460,1829,2,2,2
1430299470,4814,2,2,2
1430299480,3756,2,2,2
1430299490,6452,2,2,2
1430299500,7783,2,2,2
1430299510,9249,2,2,2
1430299520,1184,2,2,2
1430299530,359,2,2,2
1430299540,7861,2,2,2
1430299550,199,2,2,2
1430299560,2684,2,2,2
1430299570,4017,2,2,2
1430299580,9856,2,2,2
1430299590,9934,2,2,2
1430299600,7657,2,2,2
1430299610,7688,2,2,2
1430299620,6356,2,2,2
1430299630,6894,2,2,2
1430299640,4793,2,2,2
1430299650,2972,2,2,2
1430299660,3731,2,2,2
1430299670,3154,2,2,2
1430299680,9078,2,2,2
1430299690,4565,2,2,2
1430299700,4413,2,2,2
1430299710,1488,2,2,2
1430299720,7685,2,2,2
1430299730,2202,2,2,2
1430299740,4561,2,2,2
1430299750,3631,2,2,2
1430299760,320,2,2,2
1430299770,2364,2,2,2
1430299780,8502,2,2,2
1430299790,8321,2,2,2
1430299800,5082,2,2,2
1430299810,6964,2,2,2
1430299820,4833,2,2,2
1430299830,3596,2,2,2
1430299840,322,2,2,2
1430299850,6729,2,2,2
1430299860,7516,2,2,2
1430299870,3866,2,2,2
1430299880,1510,2,2,2
1430299890,3040,2,2,2
1430299900,9628,2,2,2
1430299910,2753,2,2,2
1430299920,6347,2,2,2
1430299930,6615,2,2,2
1430299940,8969,2,2,2
1430299950,6959,2,2,2
1430299960,9302,2,2,2
1430299970,7937,2,2,2
1430299980,9967,2,2,2
1430299990,9589,2,2,2
1430300000,1526,2,2,2
1430300010,9240,2,2,2
1430300020,5697,2,2,2
1430300030,3923,2,2,2
1430300040,767,2,2,2
1430300050,7046,2,2,2
1430300060,5867,2,2,2
1430300070,1843,2,2,2
1430300080,1230,2,2,2
1430300090,5772,2,2,2
1430300100,5412,2,2,2
1430300110,4077,2,2,2
1430300120,4474,2,2,2
1430300130,1699,2,2,2
1430300140,2040,2,2,2
1430300150,8184,2,2,2
1430300160,3184,2,2,2
1430300170,1558,2,2,2
1430300180,1262,2,2,2
1430300190,3596,2,2,2
1430300200,4850,2,2,2
1430300210,727,2,2,2
1430300220,6149,2,2,2
1430300230,4158,2,2,2
1430300240,507,2,2,2
1430300250,3616,2,2,2
1430300260,5130,2,2,2
1430300270,9706,2,2,2
1430300280,1183,2,2,2
1430300290,2921,2,2,2
1430300300,2359,2,2,2
1430300310,4578,2,2,2
1430300320,6605,2,2,2
1430300330,410,2,2,2
1430300340,3269,2,2,2
1430300350,8587,2,2,2
1430300360,1802,2,2,2
1430300370,8091,2,2,2
1430300380,1383,2,2,2
1430300390,8695,2,2,2
1430300400,8775,2,2,2
1430300410,8076,2,2,2
1430300420,3712,2,2,2
1430300430,9633,2,2,2
1430300440,654,2,2,2
1430300450,9413,2,2,2
1430300460,4852,2,2,2
1430300470,6409,2,2,2
1430300480,6363,2,2,2
1430300490,3616,2,2,2
1430300500,107,2,2,2
1430300510,5788,2,2,2
1430300520,250,2,2,2
1430300530,9874,2,2,2
1430300540,7786,2,2,2
1430300550,5472,2,2,2
1430300560,370,2,2,2
1430300570,8715,2,2,2
1430300580,3442,2,2,2
1430300590,5719,2,2,2
1430300600,2706,2,2,2
1430300610,1552,2,2,2
1430300620,5331,2,2,2
1430300630,4759,2,2,2
1430300640,1863,2,2,2
1430300650,3600,2,2,2
1430300660,2142,2,2,2
1430300670,4318,2,2,2
1430300680,5,2,2,2
1430300690,5087,2,2,2
1430300700,856,2,2,2
1430300710,7872,2,2,2
1430300720,5880,2,2,2
1430300730,5751,2,2,2
1430300740,217,2,2,2
1430300750,55,2,2,2
1430300760,9558,2,2,2
1430300770,441,2,2,2
1430300780,2270,2,2,2
1430300790,3081,2,2,2
1430300800,7994,2,2,2
1430300810,89,2,2,2
1430300820,9515,2,2,2
1430300830,1195,2,2,2
1430300840,4241,2,2,2
1430300850,6106,2,2,2
1430300860,9855,2,2,2
1430300870,6447,2,2,2
1430300880,7771,2,2,2
1430300890,5996,2,2,2
1430300900,4449,2,2,2
1430300910,933,2,2,2
1430300920,9947,2,2,2
1430300930,5697,2,2,2
1430300940,1244,2,2,2
1430300950,3994,2,2,2
1430300960,3613,2,2,2
1430300970,9350,2,2,2
1430300980,1209,2,2,2
1430300990,1747,2,2,2
1430301000,1370,2,2,2
1430301010,3156,2,2,2
1430301020,8055,2,2,2
1430301030,2072,2,2,2
1430301040,1175,2,2,2
1430301050,481,2,2,2
1430301060,5863,2,2,2
1430301070,2939,2,2,2
1430301080,3612,2,2,2
1430301090,9641,2,2,2
1430301100,7889,2,2,2
1430301110,8875,2,2,2
1430301120,2667,2,2,2
1430301130,8773,2,2,2
1430301140,4236,2,2,2
1430301150,282,2,2,2
1430301160,769,2,2,2
1430301170,4824,2,2,2
1430301180,8952,2,2,2
1430301190,5662,2,2,2
1430301200,1505,2,2,2
1430301210,4757,2,2,2
1430301220,24,2,2,2
1430301230,472,2,2,2
1430301240,5395,2,2,2
1430301250,4069,2,2,2
1430301260,6901,2,2,2
1430301270,2752,2,2,2
1430301280,2672,2,2,2
1430301290,5389,2,2,2
1430301300,4577,2,2,2
1430301310,214,2,2,2
1430301320,9175,2,2,2
1430301330,3320,2,2,2
1430301340,6437,2,2,2
1430301350,1764,2,2,2
1430301360,1745,2,2,2
1430301370,5938,2,2,2
1430301380,8846,2,2,2
1430301390,7835,2,2,2
1430301400,3030,2,2,2
1430301410,1137,2,2,2
1430301420,7941,2,2,2
1430301430,5349,2,2,2
1430301440,4883,2,2,2
1430301450,7747,2,2,2
1430301460,5110,2,2,2
1430301470,1923,2,2,2
1430301480,8592,2,2,2
1430301490,5766,2,2,2
1430301500,8689,2,2,2
1430301510,358,2,2,2
1430301520,1890,2,2,2
1430301530,5676,2,2,2
1430301540,7523,2,2,2
1430301550,3065,2,2,2
1430301560,2118,2,2,2
1430301570,6431,2,2,2
1430301580,7304,2,2,2
1430301590,7020,2,2,2
1430301600,2234,2,2,2
1430301610,8102,2,2,2
1430301620,4395,2,2,2
1430301630,6075,2,2,2
1430301640,1314,2,2,2
1430301650,1959,2,2,2
1430301660,9770,2,2,2
1430301670,8349,2,2,2
1430301680,6317,2,2,2
1430301690,5327,2,2,2
1430301700,7138,2,2,2
1430301710,1387,2,2,2
1430301720,8978,2,2,2
1430301730,1178,2,2,2
1430301740,4428,2,2,2
1430301750,4749,2,2,2
1430301760,1780,2,2,2
1430301770,5460,2,2,2
1430301780,1810,2,2,2
1430301790,275,2,2,2
1430301800,3152,2,2,2
1430301810,726,2,2,2
1430301820,746,2,2,2
1430301830,9266,2,2,2
1430301840,9858,2,2,2
1430301850,3226,2,2,2
1430301860,3789,2,2,2
1430301870,9379,2,2,2
1430301880,9940,2,2,2
1430301890,4668,2,2,2
1430301900,6379,2,2,2
1430301910,6722,2,2,2
1430301920,9839,2,2,2
1430301930,7085,2,2,2
1430301940,4883,2,2,2
1430301950,2368,2,2,2
1430301960,6426,2,2,2
1430301970,5270,2,2,2
1430301980,144,2,2,2
1430301990,2277,2,2,2
1430302000,6918,2,2,2
1430302010,5813,2,2,2
1430302020,7568,2,2,2
1430302030,1874,2,2,2
1430302040,6026,2,2,2
1430302050,7829,2,2,2
1430302060,4518,2,2,2
1430302070,5724,2,2,2
1430302080,3938,2,2,2
1430302090,800,2,2,2
1430302100,6655,2,2,2
1430302110,9161,2,2,2
1430302120,8932,2,2,2
1430302130,4150,2,2,2
1430302140,6233,2,2,2
1430302150,9017,2,2,2
1430302160,217,2,2,2
1430302170,4347,2,2,2
1430302180,6218,2,2,2
1430302190,4737,2,2,2
1430302200,6277,2,2,2
1430302210,2922,2,2,2
1430302220,266,2,2,2
1430302230,2451,2,2,2
1430302240,8956,2,2,2
1430302250,7030,2,2,2
1430302260,9802,2,2,2
1430302270,4178,2,2,2
1430302280,7088,2,2,2
1430302290,3687,2,2,2
1430302300,3557,2,2,2
1430302310,5800,2,2,2
1430302320,1886,2,2,2
1430302330,2631,2,2,2
1430302340,7671,2,2,2
1430302350,1952,2,2,2
1430302360,9403,2,2,2
1430302370,3383,2,2,2
1430302380,7541,2,2,2
1430302390,8662,2,2,2
1430302400,4310,2,2,2
1430302410,8487,2,2,2
1430302420,7732,2,2,2
1430302430,5753,2,2,2
1430302440,9582,2,2,2
1430302450,2373,2,2,2
1430302460,4590,2,2,2
1430302470,4695,2,2,2
1430302480,8849,2,2,2
1430302490,8945,2,2,2
1430302500,1493,2,2,2
1430302510,9362,2,2,2
1430302520,3362,2,2,2
1430302530,431,2,2,2
1430302540,2615,2,2,2
1430302550,3343,2,2,2
1430302560,7009,2,2,2
1430302570,4722,2,2,2
1430302580,3979,2,2,2
1430302590,9973,2,2,2
1430302600,317,2,2,2
1430302610,5234,2,2,2
1430302620,3443,2,2,2
1430302630,7442,2,2,2
1430302640,1477,2,2,2
1430302650,5523,2,2,2
1430302660,7118,2,2,2
1430302670,8038,2,2,2
1430302680,6750,2,2,2
1430302690,2780,2,2,2
1430302700,7120,2,2,2
1430302710,3958,2,2,2
1430302720,122,2,2,2
1430302730,5666,2,2,2
1430302740,2391,2,2,2
1430302750,2187,2,2,2
1430302760,1311,2,2,2
1430302770,2923,2,2,2
1430302780,157,2,2,2
1430302790,2859,2,2,2
1430302800,4727,2,2,2
1430302810,1525,2,2,2
1430302820,3748,2,2,2
1430302830,2577,2,2,2
1430302840,9579,2,2,2
1430302850,7151,2,2,2
1430302860,10000,2,2,2
1430302870,6198,2,2,2
1430302880,1889,2,2,2
1430302890,5423,2,2,2
1430302900,4092,2,2,2
1430302910,5880,2,2,2
1430302920,7046,2,2,2
1430302930,6133,2,2,2
1430302940,9695,2,2,2
1430302950,9063,2,2,2
1430302960,2148,2,2,2
1430302970,8040,2,2,2
1430302980,8877,2,2,2
1430302990,9280,2,2,2
1430303000,1369,2,2,2
1430303010,2330,2,2,2
1430303020,9256,2,2,2
1430303030,6147,2,2,2
1430303040,3145,2,2,2
1430303050,2809,2,2,2
1430303060,7595,2,2,2
1430303070,4476,2,2,2
1430303080,2034,2,2,2
1430303090,7819,2,2,2
1430303100,3549,2,2,2
1430303110,1690,2,2,2
1430303120,2637,2,2,2
1430303130,6523,2,2,2
1430303140,6444,2,2,2
1430303150,8254,2,2,2
1430303160,3141,2,2,2
1430303170,7283,2,2,2
1430303180,152,2,2,2
1430303190,8363,2,2,2
1430303200,3843,2,2,2
1430303210,1381,2,2,2
1430303220,4563,2,2,2
1430303230,3273,2,2,2
1430303240,2707,2,2,2
1430303250,2843,2,2,2
1430303260,2006,2,2,2
1430303270,190,2,2,2
1430303280,1867,2,2,2
1430303290,2231,2,2,2
1430303300,1519,2,2,2
1430303310,2556,2,2,2
1430303320,2839,2,2,2
1430303330,257,2,2,2
1430303340,8489,2,2,2
1430303350,8589,2,2,2
1430303360,8988,2,2,2
1430303370,2820,2,2,2
1430303380,2695,2,2,2
1430303390,6816,2,2,2
1430303400,3204,2,2,2
1430303410,617,2,2,2
1430303420,8530,2,2,2
1430303430,2038,2,2,2
1430303440,3292,2,2,2
1430303450,200,2,2,2
1430303460,9882,2,2,2
1430303470,7441,2,2,2
1430303480,6289,2,2,2
1430303490,3539,2,2,2
1430303500,474,2,2,2
1430303510,6106,2,2,2
1430303520,648,2,2,2
1430303530,5528,2,2,2
1430303540,395,2,2,2
1430303550,699,2,2,2
1430303560,4896,2,2,2
1430303570,7754,2,2,2
1430303580,1532,2,2,2
1430303590,2619,2,2,2
1430303600,9409,2,2,2
1430303610,9855,2,2,2
1430303620,8843,2,2,2
1430303630,9124,2,2,2
1430303640,269,2,2,2
1430303650,7745,2,2,2
1430303660,1301,2,2,2
1430303670,1726,2,2,2
1430303680,6717,2,2,2
1430303690,3270,2,2,2
1430303700,4246,2,2,2
1430303710,832,2,2,2
1430303720,1736,2,2,2
1430303730,9651,2,2,2
1430303740,5275,2,2,2
1430303750,72,2,2,2
1430303760,1064,2,2,2
1430303770,1739,2,2,2
1430303780,7224,2,2,2
1430303790,5240,2,2,2
1430303800,2934,2,2,2
1430303810,2410,2,2,2
1430303820,1983,2,2,2
1430303830,1371,2,2,2
1430303840,7383,2,2,2
1430303850,7854,2,2,2
1430303860,8941,2,2,2
1430303870,1306,2,2,2
1430303880,7198,2,2,2
1430303890,432,2,2,2
1430303900,1108,2,2,2
1430303910,2549,2,2,2
1430303920,2847,2,2,2
1430303930,3501,2,2,2
1430303940,1892,2,2,2
1430303950,4325,2,2,2
1430303960,184,2,2,2
1430303970,6096,2,2,2
1430303980,6817,2,2,2
1430303990,6664,2,2,2
1430304000,5245,2,2,2
1430304010,2605,2,2,2
1430304020,8979,2,2,2
1430304030,1274,2,2,2
1430304040,1974,2,2,2
1430304050,152,2,2,2
1430304060,7770,2,2,2
1430304070,6816,2,2,2
1430304080,6411,2,2,2
1430304090,999,2,2,2
1430304100,1193,2,2,2
1430304110,874,2,2,2
1430304120,8449,2,2,2
1430304130,2615,2,2,2
1430304140,8550,2,2,2
1430304150,6902,2,2,2
1430304160,2597,2,2,2
1430304170,5176,2,2,2
1430304180,2107,2,2,2
1430304190,8067,2,2,2
1430304200,4337,2,2,2
1430304210,9176,2,2,2
1430304220,6956,2,2,2
1430304230,1646,2,2,2
1430304240,7754,2,2,2
1430304250,6982,2,2,2
1430304260,3357,2,2,2
1430304270,4849,2,2,2
1430304280,4060,2,2,2
1430304290,50,2,2,2
1430304300,7652,2,2,2
1430304310,8025,2,2,2
1430304320,4151,2,2,2
1430304330,5999,2,2,2
1430304340,2527,2,2,2
1430304350,3004,2,2,2
1430304360,4129,2,2,2
1430304370,7208,2,2,2
1430304380,4496,2,2,2
1430304390,9502,2,2,2
1430304400,1487,2,2,2
1430304410,5829,2,2,2
1430304420,3226,2,2,2
1430304430,9353,2,2,2
1430304440,9551,2,2,2
1430304450,8152,2,2,2
1430304460,1628,2,2,2
1430304470,3780,2,2,2
1430304480,5329,2,2,2
1430304490,5167,2,2,2
1430304500,9068,2,2,2
1430304510,7236,2,2,2
1430304520,3464,2,2,2
1430304530,6706,2,2,2
1430304540,1013,2,2,2
1430304550,8780,2,2,2
1430304560,8841,2,2,2
1430304570,8363,2,2,2
1430304580,9682,2,2,2
1430304590,9075,2,2,2
1430304600,8418,2,2,2
1430304610,4161,2,2,2
1430304620,4704,2,2,2
1430304630,420,2,2,2
1430304640,1448,2,2,2
1430304650,6314,2,2,2
1430304660,1669,2,2,2
1430304670,3006,2,2,2
1430304680,8434,2,2,2
1430304690,5913,2,2,2
1430304700,666,2,2,2
1430304710,6180,2,2,2
1430304720,7264,2,2,2
1430304730,8264,2,2,2
1430304740,1912,2,2,2
1430304750,7695,2,2,2
1430304760,4461,2,2,2
1430304770,2415,2,2,2
1430304780,161,2,2,2
1430304790,8749,2,2,2
1430304800,6197,2,2,2
1430304810,9686,2,2,2
1430304820,9870,2,2,2
1430304830,7165,2,2,2
1430304840,3527,2,2,2
1430304850,4123,2,2,2
1430304860,7328,2,2,2
1430304870,8997,2,2,2
1430304880,3825,2,2,2
1430304890,406,2,2,2
1430304900,4498,2,2,2
1430304910,1006,2,2,2
1430304920,4132,2,2,2
1430304930,1251,2,2,2
1430304940,7122,2,2,2
1430304950,6666,2,2,2
1430304960,6937,2,2,2
1430304970,35,2,2,2
1430304980,7360,2,2,2
1430304990,1258,2,2,2
1430305000,7269,2,2,2
1430305010,4504,2,2,2
1430305020,2723,2,2,2
1430305030,3235,2,2,2
1430305040,2624,2,2,2
1430305050,1185,2,2,2
1430305060,4947,2,2,2
1430305070,6599,2,2,2
1430305080,4127,2,2,2
1430305090,1931,2,2,2
1430305100,1106,2,2,2
1430305110,4477,2,2,2
1430305120,2016,2,2,2
1430305130,6187,2,2,2
1430305140,7939,2,2,2
1430305150,5786,2,2,2
1430305160,5601,2,2,2
1430305170,1921,2,2,2
1430305180,9195,2,2,2
1430305190,532,2,2,2
1430305200,4258,2,2,2
1430305210,8925,2,2,2
1430305220,3995,2,2,2
1430305230,6926,2,2,2
1430305240,8268,2,2,2
1430305250,8673,2,2,2
1430305260,2226,2,2,2
1430305270,1472,2,2,2
1430305280,3910,2,2,2
1430305290,4548,2,2,2
1430305300,3119,2,2,2
1430305310,210,2,2,2
1430305320,6798,2,2,2
1430305330,6710,2,2,2
1430305340,4200,2,2,2
1430305350,5169,2,2,2
1430305360,4233,2,2,2
1430305370,2407,2,2,2
1430305380,4744,2,2,2
1430305390,5934,2,2,2
1430305400,7666,2,2,2
1430305410,7905,2,2,2
1430305420,7688,2,2,2
1430305430,1666,2,2,2
1430305440,6868,2,2,2
1430305450,29,2,2,2
1430305460,227,2,2,2
1430305470,2975,2,2,2
1430305480,8722,2,2,2
1430305490,1061,2,2,2
1430305500,8397,2,2,2
1430305510,6575,2,2,2
1430305520,4499,2,2,2
1430305530,4327,2,2,2
1430305540,5838,2,2,2
1430305550,7148,2,2,2
1430305560,7315,2,2,2
1430305570,410,2,2,2
1430305580,7995,2,2,2
1430305590,5047,2,2,2
1430305600,5581,2,2,2
1430305610,6948,2,2,2
1430305620,9334,2,2,2
1430305630,4313,2,2,2
1430305640,6090,2,2,2
1430305650,3427,2,2,2
1430305660,5056,2,2,2
1430305670,2942,2,2,2
1430305680,2119,2,2,2
1430305690,4978,2,2,2
1430305700,4079,2,2,2
1430305710,1474,2,2,2
1430305720,3887,2,2,2
1430305730,5442,2,2,2
1430305740,2361,2,2,2
1430305750,1109,2,2,2
1430305760,7918,2,2,2
1430305770,5397,2,2,2
1430305780,840,2,2,2
1430305790,2073,2,2,2
1430305800,860,2,2,2
1430305810,263,2,2,2
1430305820,8557,2,2,2
1430305830,2502,2,2,2
1430305840,9948,2,2,2
1430305850,6428,2,2,2
1430305860,3896,2,2,2
1430305870,6631,2,2,2
1430305880,992,2,2,2
1430305890,10,2,2,2
1430305900,6433,2,2,2
1430305910,9273,2,2,2
1430305920,9491,2,2,2
1430305930,2059,2,2,2
1430305940,9892,2,2,2
1430305950,6141,2,2,2
1430305960,565,2,2,2
1430305970,8247,2,2,2
1430305980,8160,2,2,2
1430305990,9995,2,2,2
1430306000,6019,2,2,2
1430306010,1501,2,2,2
1430306020,332,2,2,2
1430306030,2803,2,2,2
1430306040,8380,2,2,2
1430306050,4375,2,2,2
1430306060,9087,2,2,2
1430306070,7245,2,2,2
1430306080,411,2,2,2
1430306090,1239,2,2,2
1430306100,3666,2,2,2
1430306110,1672,2,2,2
1430306120,3005,2,2,2
1430306130,9676,2,2,2
1430306140,8447,2,2,2
1430306150,4990,2,2,2
1430306160,9670,2,2,2
1430306170,9455,2,2,2
1430306180,125,2,2,2
1430306190,905,2,2,2
1430306200,1068,2,2,2
1430306210,9785,2,2,2
1430306220,4583,2,2,2
1430306230,3120,2,2,2
1430306240,3151,2,2,2
1430306250,973,2,2,2
1430306260,5848,2,2,2
1430306270,6121,2,2,2
1430306280,4288,2,2,2
1430306290,4417,2,2,2
1430306300,3181,2,2,2
1430306310,623,2,2,2
1430306320,1005,2,2,2
1430306330,1989,2,2,2
1430306340,3077,2,2,2
1430306350,3622,2,2,2
1430306360,5397,2,2,2
1430306370,2614,2,2,2
1430306380,5291,2,2,2
1430306390,6832,2,2,2
1430306400,1682,2,2,2
1430306410,5790,2,2,2
1430306420,8227,2,2,2
1430306430,6640,2,2,2
1430306440,9955,2,2,2
1430306450,6598,2,2,2
1430306460,2972,2,2,2
1430306470,1975,2,2,2
1430306480,9216,2,2,2
1430306490,8758,2,2,2
1430306500,7705,2,2,2
1430306510,1118,2,2,2
1430306520,6017,2,2,2
1430306530,2583,2,2,2
1430306540,5660,2,2,2
1430306550,4220,2,2,2
1430306560,5413,2,2,2
